tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	101232882	0	live	ARL14EPL		ADP ribosylation factor like GTPase 14 effector protein like	ARL14 effector protein-like		Z	NC_044241.2	27181762	27195419	minus	8		
59729	Taeniopygia guttata	101232869	0	live	LLGL2		LLGL scribble cell polarity complex component 2	LLGL scribble cell polarity complex component 2|LLGL2, scribble cell polarity complex component		18	NC_044230.2	8585126	8618088	minus	26		
59729	Taeniopygia guttata	101232860	0	live	AAR2		AAR2 splicing factor	protein AAR2 homolog|AAR2 splicing factor homolog		20	NC_044232.2	1222640	1228589	minus	3		
59729	Taeniopygia guttata	101232850	0	live	CEP250		centrosomal protein 250	centrosome-associated protein CEP250		20	NC_044232.2	1559146	1585993	minus	32		
59729	Taeniopygia guttata	101232841	0	live	SECISBP2		SECIS binding protein 2	selenocysteine insertion sequence-binding protein 2		Z	NC_044241.2	7783721	7810006	minus	18		
59729	Taeniopygia guttata	101232821	0	live	SLF2		SMC5-SMC6 complex localization factor 2	SMC5-SMC6 complex localization factor protein 2		6	NC_044218.2	22846289	22875693	minus	20		
59729	Taeniopygia guttata	100415772	0	live	BIVM		basic, immunoglobulin-like variable motif containing	basic immunoglobulin-like variable motif-containing protein		1	NC_044211.2	76828536	76843105	plus	11		
59729	Taeniopygia guttata	100232836	0	live	NEXN		nexilin F-actin binding protein	nexilin		8	NC_044220.2	11760262	11781368	plus	16		
59729	Taeniopygia guttata	100232827	0	live	FGL1		fibrinogen like 1	fibrinogen-like protein 1		4	NC_044215.2	29382789	29405122	minus	8		
59729	Taeniopygia guttata	100232824	0	live	ATPAF2		ATP synthase mitochondrial F1 complex assembly factor 2	ATP synthase mitochondrial F1 complex assembly factor 2		14	NC_044226.2	5921383	5927090	minus	8		
59729	Taeniopygia guttata	100232823	0	live	DAB1		DAB adaptor protein 1	disabled homolog 1		8	NC_044220.2	3658030	4069869	plus	20		
59729	Taeniopygia guttata	100232821	0	live	PHACTR1		phosphatase and actin regulator 1	phosphatase and actin regulator 1		2	NC_044213.2	66029258	66329533	plus	21		
59729	Taeniopygia guttata	100232817	0	live	STIL		STIL centriolar assembly protein	SCL-interrupting locus protein|SCL/TAL1 interrupting locus		8	NC_044220.2	8293064	8311800	plus	16		
59729	Taeniopygia guttata	100232813	0	live	PDILT		protein disulfide isomerase like, testis expressed	protein disulfide-isomerase-like protein of the testis|probable G-protein coupled receptor 139		14	NC_044226.2	672393	683601	minus	8		
59729	Taeniopygia guttata	100232799	0	live	NRG3		neuregulin 3	LOW QUALITY PROTEIN: pro-neuregulin-3, membrane-bound isoform		6	NC_044218.2	10068209	10412296	minus	9		
59729	Taeniopygia guttata	100232792	0	live	OSTN		osteocrin	osteocrin		9	NC_044221.2	14537560	14552668	minus	5		
59729	Taeniopygia guttata	100232788	0	live	MAF		MAF bZIP transcription factor	transcription factor Maf		11	NC_044223.2	6665792	6851720	minus	5		
59729	Taeniopygia guttata	100232786	0	live	CEP44		centrosomal protein 44	centrosomal protein of 44 kDa		4	NC_044215.2	35406239	35440963	minus	14		
59729	Taeniopygia guttata	100232781	0	live	PCM1		pericentriolar material 1	pericentriolar material 1 protein		4	NC_044215.2	29415030	29455819	plus	43		
59729	Taeniopygia guttata	100232777	0	live	AGPAT3		1-acylglycerol-3-phosphate O-acyltransferase 3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma		1	NC_044211.2	108272127	108360367	minus	12		
59729	Taeniopygia guttata	100232769	0	live	HYI		hydroxypyruvate isomerase (putative)	putative hydroxypyruvate isomerase		8	NC_044220.2	10891623	10894518	plus	7		
59729	Taeniopygia guttata	100232761	0	live	DCUN1D4		defective in cullin neddylation 1 domain containing 4	DCN1-like protein 4		4	NC_044215.2	25836830	25879223	plus	12		
59729	Taeniopygia guttata	100232760	0	live	DCUN1D3		defective in cullin neddylation 1 domain containing 3	DCN1-like protein 3		14	NC_044226.2	751009	776445	minus	5		
59729	Taeniopygia guttata	100232758	0	live	NUP153		nucleoporin 153	nuclear pore complex protein Nup153		2	NC_044213.2	66494417	66532899	plus	22		
59729	Taeniopygia guttata	100232746	0	live	ELAC1		elaC ribonuclease Z 1	zinc phosphodiesterase ELAC protein 1|elaC homolog 1		Z	NC_044241.2	779573	786072	minus	6		
59729	Taeniopygia guttata	100232730	0	live	FOXF1		forkhead box F1	forkhead box protein F1		11	NC_044223.2	9799616	9803590	minus	2		
59729	Taeniopygia guttata	100232729	0	live	ALPL		alkaline phosphatase, biomineralization associated	alkaline phosphatase, tissue-nonspecific isozyme		21	NC_044233.2	5283796	5291477	minus	12		
59729	Taeniopygia guttata	100232724	0	live	ANGPT1		angiopoietin 1	angiopoietin-1		2	NC_044213.2	132840531	132994411	minus	9		
59729	Taeniopygia guttata	100232714	0	live	VGLL4		vestigial like family member 4	transcription cofactor vestigial-like protein 4|vestigial like 4		12	NC_044224.2	18162022	18240600	minus	8		
59729	Taeniopygia guttata	100232709	0	live	GFRAL		GDNF family receptor alpha like	GDNF family receptor alpha-like		3	NC_044214.2	24140093	24170691	plus	10		
59729	Taeniopygia guttata	100232708	0	live	TPRA1		transmembrane protein adipocyte associated 1	transmembrane protein adipocyte-associated 1		12	NC_044224.2	10806319	10823612	minus	13		
59729	Taeniopygia guttata	100232702	0	live	FERRY3	C1AH12orf4	FERRY endosomal RAB5 effector complex subunit 3	protein C12orf4 homolog|chromosome 1A C12orf4 homolog		1A	NC_044212.2	64727772	64749103	plus	14		
59729	Taeniopygia guttata	100232699	0	live	ZXDC		ZXD family zinc finger C	LOW QUALITY PROTEIN: zinc finger protein ZXDC		12	NC_044224.2	9817893	9829524	plus	10		
59729	Taeniopygia guttata	100232692	0	live	ZNF639		zinc finger protein 639	zinc finger protein 639		9	NC_044221.2	18920575	18927904	minus	9		
59729	Taeniopygia guttata	100232690	0	live	RBM15		RNA binding motif protein 15	RNA-binding protein 15		26	NC_044238.2	4779991	4806816	minus	5		
59729	Taeniopygia guttata	100232678	0	live	SPAG1		sperm associated antigen 1	sperm-associated antigen 1		2	NC_044213.2	129983788	130021089	plus	19		
59729	Taeniopygia guttata	100232676	0	live	GPS1		G protein pathway suppressor 1	COP9 signalosome complex subunit 1		18	NC_044230.2	2315406	2325314	plus	14		
59729	Taeniopygia guttata	100232667	0	live	CSMD3		CUB and Sushi multiple domains 3	CUB and sushi domain-containing protein 3		2	NC_044213.2	134687156	135260640	minus	71		
59729	Taeniopygia guttata	100232652	0	live	CACNA2D2		calcium voltage-gated channel auxiliary subunit alpha2delta 2	voltage-dependent calcium channel subunit alpha-2/delta-2		12	NC_044224.2	16665097	16876945	plus	39		
59729	Taeniopygia guttata	100232640	0	live	GEN1		GEN1 Holliday junction 5' flap endonuclease	flap endonuclease GEN homolog 1|Gen endonuclease homolog 1		3	NC_044214.2	11193835	11215529	minus	14		
59729	Taeniopygia guttata	100232628	0	live	PDCD10		programmed cell death 10	programmed cell death protein 10		9	NC_044221.2	22419122	22433728	plus	8		
59729	Taeniopygia guttata	100232627	0	live	ALG8		ALG8 alpha-1,3-glucosyltransferase	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase|asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog		1	NC_044211.2	29340391	29351677	minus	13		
59729	Taeniopygia guttata	100232611	0	live	TOX		thymocyte selection associated high mobility group box	thymocyte selection-associated high mobility group box protein TOX		2	NC_044213.2	113743669	113962086	minus	9		
59729	Taeniopygia guttata	100232609	0	live	TMEM30A		transmembrane protein 30A	cell cycle control protein 50A		3	NC_044214.2	30855185	30866784	minus	7		
59729	Taeniopygia guttata	100232606	0	live	ZNF704		zinc finger protein 704	zinc finger protein 704		2	NC_044213.2	122548992	122655403	minus	9		
59729	Taeniopygia guttata	100232600	0	live	PROX1		prospero homeobox 1	prospero homeobox protein 1|prospero-related homeobox 1		3	NC_044214.2	101088198	101137931	plus	6		
59729	Taeniopygia guttata	100232596	0	live	L3HYPDH		trans-L-3-hydroxyproline dehydratase	trans-3-hydroxy-L-proline dehydratase		5	NC_044217.2	56775233	56778416	plus	5		
59729	Taeniopygia guttata	100232590	0	live	SYT13		synaptotagmin 13	synaptotagmin-13		5	NC_044217.2	22123730	22144214	minus	7		
59729	Taeniopygia guttata	100232585	0	live	CDIN1	C5H15orf41	CDAN1 interacting nuclease 1	CDAN1-interacting nuclease 1|chromosome 5 C15orf41 homolog		5	NC_044217.2	31949294	32070180	minus	15		
59729	Taeniopygia guttata	100232573	0	live	MPLKIP		M-phase specific PLK1 interacting protein	LOW QUALITY PROTEIN: M-phase-specific PLK1-interacting protein		2	NC_044213.2	53453074	53459926	plus	2		
59729	Taeniopygia guttata	100232570	0	live	MIER3		MIER family member 3	mesoderm induction early response protein 3		Z	NC_044241.2	50583831	50606763	minus	13		
59729	Taeniopygia guttata	100232567	0	live	TNFRSF11A		TNF receptor superfamily member 11a	tumor necrosis factor receptor superfamily member 11A		2	NC_044213.2	60209132	60237279	plus	10		
59729	Taeniopygia guttata	100232562	0	live	ERLEC1		endoplasmic reticulum lectin 1	endoplasmic reticulum lectin 1		3	NC_044214.2	84818568	84826971	plus	14		
59729	Taeniopygia guttata	100232555	0	live	ABRAXAS1	FAM175A	abraxas 1, BRCA1 A complex subunit	BRCA1-A complex subunit Abraxas 1|family with sequence similarity 175 member A		4	NC_044215.2	61014224	61020936	minus	9		
59729	Taeniopygia guttata	100232548	0	live	PPP1R3D		protein phosphatase 1 regulatory subunit 3D	protein phosphatase 1 regulatory subunit 3D|protein phosphatase 1, regulatory (inhibitor) subunit 3D		20	NC_044232.2	11067099	11071711	plus	1		
59729	Taeniopygia guttata	100232547	0	live	SWT1		SWT1 RNA endoribonuclease homolog	transcriptional protein SWT1		8	NC_044220.2	24138336	24162739	plus	19		
59729	Taeniopygia guttata	100232545	0	live	GTF2H1		general transcription factor IIH subunit 1	general transcription factor IIH subunit 1		5	NC_044217.2	13849854	13873277	plus	15		
59729	Taeniopygia guttata	100232540	0	live	SYT8		synaptotagmin 8	synaptotagmin-8		5	NC_044217.2	15587290	15590787	minus	7		
59729	Taeniopygia guttata	100232539	0	live	HBEGF		heparin binding EGF like growth factor	proheparin-binding EGF-like growth factor		13	NC_044225.2	6611821	6618259	minus	6		
59729	Taeniopygia guttata	100232535	0	live	PLB1		phospholipase B1	phospholipase B1, membrane-associated		3	NC_044214.2	105432952	105492229	minus	45		
59729	Taeniopygia guttata	100232534	0	live	PRR5L		proline rich 5 like	proline-rich protein 5-like		5	NC_044217.2	18979441	19021546	plus	11		
59729	Taeniopygia guttata	100232522	0	live	GPR137C		G protein-coupled receptor 137C	integral membrane protein GPR137C		5	NC_044217.2	59304498	59325546	minus	7		
59729	Taeniopygia guttata	100232517	0	live	IFT57		intraflagellar transport 57	intraflagellar transport protein 57 homolog|intraflagellar transport 57 homolog		1	NC_044211.2	2671130	2684772	minus	11		
59729	Taeniopygia guttata	100232514	0	live	PCBP2		poly(rC) binding protein 2	poly(rC)-binding protein 2		29	NC_044242.2	519776	533774	minus	17		
59729	Taeniopygia guttata	100232508	0	live	PPP4R3A		protein phosphatase 4 regulatory subunit 3A	serine/threonine-protein phosphatase 4 regulatory subunit 3A		5	NC_044217.2	45655645	45695365	minus	16		
59729	Taeniopygia guttata	100232501	0	live	MCIDAS		multiciliate differentiation and DNA synthesis associated cell cycle protein	multicilin		Z	NC_044241.2	49886112	49889655	minus	4		
59729	Taeniopygia guttata	100232491	0	live	SYT12		synaptotagmin 12	synaptotagmin-12		5	NC_044217.2	8637610	8646901	minus	8		
59729	Taeniopygia guttata	100232482	0	live	ALKBH1		alkB homolog 1, histone H2A dioxygenase	nucleic acid dioxygenase ALKBH1		5	NC_044217.2	40340693	40355531	minus	6		
59729	Taeniopygia guttata	100232481	0	live	FNIP1		folliculin interacting protein 1	folliculin-interacting protein 1		13	NC_044225.2	7605449	7670006	plus	19		
59729	Taeniopygia guttata	100232475	0	live	COLGALT2	GLT25D2	collagen beta(1-O)galactosyltransferase 2	procollagen galactosyltransferase 2|glycosyltransferase 25 domain containing 2		8	NC_044220.2	23762578	23807683	minus	12		
59729	Taeniopygia guttata	100232474	0	live	CLASP2		cytoplasmic linker associated protein 2	CLIP-associating protein 2		2	NC_044213.2	49001060	49145369	plus	46		
59729	Taeniopygia guttata	100232464	0	live	CFAP58	CCDC147	cilia and flagella associated protein 58	cilia- and flagella-associated protein 58|coiled-coil domain containing 147		6	NC_044218.2	24143840	24200903	plus	19		
59729	Taeniopygia guttata	100232460	0	live	E2F7		E2F transcription factor 7	transcription factor E2F7		1A	NC_044212.2	36933776	36952405	minus	13		
59729	Taeniopygia guttata	100232459	0	live	RBM47		RNA binding motif protein 47	RNA-binding protein 47		4	NC_044215.2	22922115	22997830	minus	7		
59729	Taeniopygia guttata	100232457	0	live	HEATR3		HEAT repeat containing 3	HEAT repeat-containing protein 3		11	NC_044223.2	12607607	12630557	minus	16		
59729	Taeniopygia guttata	100232450	0	live	GRN		granulin precursor	progranulin		27	NC_044239.2	3373115	3379216	plus	15		
59729	Taeniopygia guttata	100232443	0	live	UAP1		UDP-N-acetylglucosamine pyrophosphorylase 1	UDP-N-acetylhexosamine pyrophosphorylase|UDP-N-acteylglucosamine pyrophosphorylase 1		8	NC_044220.2	30480123	30487631	plus	10		
59729	Taeniopygia guttata	100232424	0	live	SLC10A2		solute carrier family 10 member 2	ileal sodium/bile acid cotransporter|solute carrier family 10 (sodium/bile acid cotransporter family), member 2		1	NC_044211.2	76936127	76944236	minus	6		
59729	Taeniopygia guttata	100232423	0	live	SEMA4G		semaphorin 4G	semaphorin-4G		6	NC_044218.2	22814398	22843703	minus	17		
59729	Taeniopygia guttata	100232421	0	live	CTSL		cathepsin L	procathepsin L		Z	NC_044241.2	10678064	10683017	minus	8		
59729	Taeniopygia guttata	100232419	0	live	PGAM5		PGAM family member 5, mitochondrial serine/threonine protein phosphatase	serine/threonine-protein phosphatase PGAM5, mitochondrial		15	NC_044227.2	7005823	7014726	plus	6		
59729	Taeniopygia guttata	100232418	0	live	TOX3		TOX high mobility group box family member 3	TOX high mobility group box family member 3		11	NC_044223.2	1122569	1196803	minus	7		
59729	Taeniopygia guttata	100232417	0	live	PPP1R3C		protein phosphatase 1 regulatory subunit 3C	protein phosphatase 1 regulatory subunit 3C		6	NC_044218.2	19416755	19420929	minus	2		
59729	Taeniopygia guttata	100232416	0	live	PI4KA		phosphatidylinositol 4-kinase alpha	phosphatidylinositol 4-kinase alpha		15	NC_044227.2	5515023	5569399	plus	55		
59729	Taeniopygia guttata	100232408	0	live	PHKB		phosphorylase kinase regulatory subunit beta	phosphorylase b kinase regulatory subunit beta		11	NC_044223.2	13525195	13594891	minus	35		
59729	Taeniopygia guttata	100232399	0	live	ING1		inhibitor of growth family member 1	inhibitor of growth protein 1		1	NC_044211.2	89577332	89584189	minus	4		
59729	Taeniopygia guttata	100232360	0	live	GPR149		G protein-coupled receptor 149	probable G-protein coupled receptor 149		9	NC_044221.2	24808795	24814447	plus	5		
59729	Taeniopygia guttata	100232356	0	live	ILDR1		immunoglobulin like domain containing receptor 1	immunoglobulin-like domain-containing receptor 1		1	NC_044211.2	20883471	20902009	plus	8		
59729	Taeniopygia guttata	100232351	0	live	SMARCE1		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1		27	NC_044239.2	2720868	2736507	plus	11		
59729	Taeniopygia guttata	100232333	0	live	ZNF148		zinc finger protein 148	zinc finger protein 148|solute carrier family 12 (potassium/chloride transporters), member 8		7	NC_044219.2	3858595	3900929	plus	8		
59729	Taeniopygia guttata	100232331	0	live	TADA3		transcriptional adaptor 3	transcriptional adapter 3		12	NC_044224.2	8942696	8945735	plus	8		
59729	Taeniopygia guttata	100232327	0	live	IQCB1		IQ motif containing B1	IQ calmodulin-binding motif-containing protein 1		7	NC_044219.2	5797226	5820383	plus	18		
59729	Taeniopygia guttata	100232326	0	live	SHQ1		SHQ1, H/ACA ribonucleoprotein assembly factor	protein SHQ1 homolog|SHQ1 homolog		12	NC_044224.2	3350097	3387865	plus	13		
59729	Taeniopygia guttata	100232325	0	live	PECR		peroxisomal trans-2-enoyl-CoA reductase	LOW QUALITY PROTEIN: peroxisomal trans-2-enoyl-CoA reductase		7	NC_044219.2	8707825	8728602	minus	8		
59729	Taeniopygia guttata	100232311	0	live	IGSF11		immunoglobulin superfamily member 11	immunoglobulin superfamily member 11		1	NC_044211.2	23197985	23308327	minus	8		
59729	Taeniopygia guttata	100232310	0	live	ACAA1		acetyl-CoA acyltransferase 1	3-ketoacyl-CoA thiolase, peroxisomal|3-ketoacyl-CoA thiolase B, peroxisomal-like		2	NC_044213.2	4552497	4561755	minus	12		
59729	Taeniopygia guttata	100232307	0	live	HPS3		HPS3 biogenesis of lysosomal organelles complex 2 subunit 1	Hermansky-Pudlak syndrome 3 protein		9	NC_044221.2	25453396	25475333	minus	17		
59729	Taeniopygia guttata	100232304	0	live	ADPRM		ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase		18	NC_044230.2	5750146	5752354	minus	3		
59729	Taeniopygia guttata	100232296	0	live	MAMLD1		mastermind like domain containing 1	mastermind-like domain-containing protein 1		4A	NC_044216.2	12342951	12424157	minus	5		
59729	Taeniopygia guttata	100232289	0	live	CDC5L		cell division cycle 5 like	cell division cycle 5-like protein|CDC5 cell division cycle 5-like		3	NC_044214.2	5002410	5032287	plus	16		
59729	Taeniopygia guttata	100232283	0	live	FAM3D		FAM3 metabolism regulating signaling molecule D	protein FAM3D|family with sequence similarity 3 member D		12	NC_044224.2	8490514	8495965	plus	10		
